spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,x,y
2207,"Alfred Mead to Sergey Sergeevich Prokofiev, 04 April 1923","Box: 1; Folder: 1923, April","Binder IV, page 129",04 April 1923,exact,Alfred Mead,not_stated,135-7 New Bond Street,London,,"135-7 New Bond Street, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,1,11.0930899997848,47.5688000000298
1962,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 08 June 1922","Box: 1; Folder: 1922, June","Binder III, page 166",08 June 1922,exact,Ernest Alexandrovich Oeberg,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,postcard,handwritten,Russian,,2,11.0930899997848,47.5688000000298
2209,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 04 April 1923","Box: 1; Folder: 1923, April","Binder IV, page 131",04 April 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,11 Rue Scribe,Paris,,"11 Rue Scribe, Paris",original,letter,typed,French,,3,2.33076789204716,48.8721279808671
1963,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 09 June 1922","Box: 1; Folder: 1922, June","Binder III, page 168",09 June 1922,exact,Ernest Alexandrovich Oeberg,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,postcard,handwritten,Russian,,4,11.0930899997848,47.5688000000298
2213,"Chemins de Fer de L'est to Sergey Sergeevich Prokofiev, 06 April 1923","Box: 1; Folder: 1923, April","Binder IV, page 134",06 April 1923,exact,Chemins de Fer de L'est,not_stated,187 Rue de Lafayette,Paris,,"187 Rue de Lafayette, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,handwritten,French,,5,11.0930899997848,47.5688000000298
2216,"Herman Schaad to Sergey Sergeevich Prokofiev, 10 April 1923","Box: 1; Folder: 1923, April","Binder IV, page 139",10 April 1923,exact,Herman Schaad,not_stated,29 West 42nd Street,New York,,"29 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",original,letter,typed,English,,6,-0.144297259945522,51.5138061702429
1965,"John H. Tillett to Sergey Sergeevich Prokofiev, 14 June 1922","Box: 1; Folder: 1922, June","Binder III, page 171",14 June 1922,exact,John H. Tillett,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,7,11.0930899997848,47.5688000000298
2219,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 April 1923","Box: 1; Folder: 1923, April","Binder IV, page 128",15 April 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,8,11.0930899997848,47.5688000000298
1968,"Harold McCormick to Sergey Sergeevich Prokofiev, [16 June 1922]","Box: 1; Folder: 1922, June","Binder III, page 173",16 June 1922,implied,Harold McCormick,not_stated,not_stated,Chicago,,Chicago,Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,telegram,handwritten,English,,9,11.0930899997848,47.5688000000298
2221,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 April 1923","Box: 1; Folder: 1923, April","Binder IV, page 143",18 April 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,10,11.0930899997848,47.5688000000298
1981,"José Raoul Capablanca to Sergey Sergeevich Prokofiev, [29 June 1922]","Box: 1; Folder: 1922, June","Binder III, page 194",29 June 1922,implied,José Raoul Capablanca,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,English,Postcard of 'Hotel Majestic'.,11,11.0930899997848,47.5688000000298
2223,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 20 April 1923","Box: 1; Folder: 1923, April","Binder IV, page 145",20 April 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,12,11.0930899997848,47.5688000000298
1983,"Iosif Vladimirovich Gessen to Sergey Sergeevich Prokofiev, 08 July 1922","Box: 1; Folder: 1922, July","Binder III, page 192",08 July 1922,exact,Iosif Vladimirovich Gessen,not_stated,Markgrafenstrasse 73,Berlin,,"Markgrafenstrasse 73, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,postcard,handwritten,Russian,,13,11.0930899997848,47.5688000000298
2233,"Clerical assistant to Sergey Sergeevich Prokofiev, 08 May 1923","Box: 1; Folder: 1923, May","Binder IV, page 156",08 May 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,14,11.0930899997848,47.5688000000298
2237,"Franco-American Musical Society to Sergey Sergeevich Prokofiev, 11 May 1923","Box: 1; Folder: 1923, May","Binder IV, page 163",11 May 1923,exact,Franco-American Musical Society,not_stated,541 Madison Avenue,New York,,"541 Madison Avenue, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,French,,15,2.34143999979337,48.8572100000963
2238,"Rob Forberg to Sergey Sergeevich Prokofiev, 11 May 1923","Box: 1; Folder: 1923, May","Binder IV, page 164",11 May 1923,exact,Rob Forberg,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,handwritten,German,,16,11.0930899997848,47.5688000000298
2249,"Clerical assistant to Sergey Sergeevich Prokofiev, 01 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 175",01 June 1923,exact,Clerical assistant,Russischer Musikverlag,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,handwritten,German,,17,11.0930899997848,47.5688000000298
2251,"Clerical assistant to Sergey Sergeevich Prokofiev, 02 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 177",02 June 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,18,11.0930899997848,47.5688000000298
2258,"Clerical assistant to Sergey Sergeevich Prokofiev, 08 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 198",08 June 1923,exact,Clerical assistant,not_stated,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,19,11.0930899997848,47.5688000000298
2259,"Clerical assistant to Sergey Sergeevich Prokofiev, 08 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 200",08 June 1923,exact,Clerical assistant,not_stated,34 Percy Street,London,,"34 Percy Street, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,20,11.0930899997848,47.5688000000298
2260,"Clerical assistant to Sergey Sergeevich Prokofiev, 08 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 202",08 June 1923,exact,Clerical assistant,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,21,11.0930899997848,47.5688000000298
2262,"Clerical assistant to Sergey Sergeevich Prokofiev, 11 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 205",11 June 1923,exact,Clerical assistant,not_stated,"7,9,11 Rue des Éperonniers",Brussels,,"7,9,11 Rue des Éperonniers, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,22,11.0930899997848,47.5688000000298
2265,"Clerical assistant to Sergey Sergeevich Prokofiev, 12 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 207",12 June 1923,exact,Clerical assistant,not_stated,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,23,11.0930899997848,47.5688000000298
2267,"Clerical assistant to Sergey Sergeevich Prokofiev, 13 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 209",13 June 1923,exact,Clerical assistant,not_stated,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,24,11.0930899997848,47.5688000000298
2272,"Clerical assistant to Sergey Sergeevich Prokofiev, 19 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 214",19 June 1923,exact,Clerical assistant,not_stated,34 Percy Street,London,,"34 Percy Street, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,25,11.0930899997848,47.5688000000298
2273,"not_stated to Sergey Sergeevich Prokofiev, 20 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 218",20 June 1923,exact,not_stated,not_stated,not_stated,Zurich,,Zurich,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,German,,26,11.0930899997848,47.5688000000298
2274,"Clerical assistant to Sergey Sergeevich Prokofiev, 21 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 216",21 June 1923,exact,Clerical assistant,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,Notepaper heading: 'P.JURGENSON - ROB> FORBERG -LEIPZIG'.,27,11.0930899997848,47.5688000000298
2280,"not_stated to Sergey Sergeevich Prokofiev, 23 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 234",23 June 1923,exact,not_stated,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,,28,11.0930899997848,47.5688000000298
2285,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 26 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 226",26 June 1923,exact,Ernest Alexandrovich Oeberg,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,29,11.0930899997848,47.5688000000298
2286,"Clerical assistant to Sergey Sergeevich Prokofiev, 26 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 227",26 June 1923,exact,Clerical assistant,not_stated,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,30,11.0930899997848,47.5688000000298
2288,"Clerical assistant to Sergey Sergeevich Prokofiev, 26 June 1923","Box: 1; Folder: 1923, June","Binder IV, page 229",26 June 1923,exact,Clerical assistant,not_stated,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,31,11.0930899997848,47.5688000000298
2297,"Clerical assistant to Sergey Sergeevich Prokofiev, 04 July 1923","Box: 1; Folder: 1923, July","Binder IV, page 236",04 July 1923,exact,Clerical assistant,not_stated,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,32,11.0930899997848,47.5688000000298
2308,"Clerical assistant to Sergey Sergeevich Prokofiev, 14 July 1923","Box: 1; Folder: 1923, July","Binder IV, page 244",14 July 1923,exact,Clerical assistant,not_stated,Augsburgerstrasse 52,Berlin,,"Augsburgerstrasse 52, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,33,11.0930899997848,47.5688000000298
2310,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 July 1923","Box: 1; Folder: 1923, July","Binder IV, page 247",15 July 1923,exact,Clerical assistant,not_stated,3 Bernard Street,London,,"3 Bernard Street, London",Sergey Sergeevich Prokofiev,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",original,telegram,typed,English,Telegram re-addressed to Ettal.,34,13.5505293614867,52.5672043793325
2312,"Clerical assistant to Sergey Sergeevich Prokofiev, 17 July 1923","Box: 1; Folder: 1923, July","Binder IV, page 246",17 July 1923,exact,Clerical assistant,not_stated,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,35,11.0930899997848,47.5688000000298
2319,"Werner Reinhart to Sergey Sergeevich Prokofiev, 21 July 1923","Box: 1; Folder: 1923, July","Binder IV, page 255",21 July 1923,exact,Werner Reinhart,not_stated,Rychenberg,Winterthur,,"Rychenberg, Winterthur",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,36,11.0930899997848,47.5688000000298
2321,"Werner Reinhart to Sergey Sergeevich Prokofiev, 24 July 1923","Box: 1; Folder: 1923, July","Binder IV, page 258",24 July 1923,exact,Werner Reinhart,not_stated,not_stated,Winterthur,,Winterthur,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,37,11.0930899997848,47.5688000000298
2323,"Clerical assistant to Sergey Sergeevich Prokofiev, 25 July 1923","Box: 1; Folder: 1923, July","Binder IV, page 260",25 July 1923,exact,Clerical assistant,not_stated,Salzburgerstrasse 10,Berlin,,"Salzburgerstrasse 10, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,telegram,handwritten,German,,38,11.0930899997848,47.5688000000298
2334,"John H. Tillet to Sergey Sergeevich Prokofiev, 03 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 269",03 August 1923,exact,John H. Tillet,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,39,11.0930899997848,47.5688000000298
2336,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 04 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 271",04 August 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,40,11.0930899997848,47.5688000000298
2342,"Olga Shtegman to Sergey Sergeevich Prokofiev, [07 August 1923]","Box: 1; Folder: 1923, August","Binder IV, page 282",07 August 1923,implied,Olga Shtegman,not_stated,not_stated,Wiesbaden,,Wiesbaden,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,,41,11.0930899997848,47.5688000000298
2345,"John H. Tillet to Sergey Sergeevich Prokofiev, 13 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 278",13 August 1923,exact,John H. Tillet,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,42,11.0930899997848,47.5688000000298
2347,"not_stated to Sergey Sergeevich Prokofiev, [15 August 1923]","Box: 1; Folder: 1923, August",not_applicable,15 August 1923,implied,not_stated,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,,43,11.0930899997848,47.5688000000298
2348,"Clerical assistant to Sergey Sergeevich Prokofiev, 16 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 280",16 August 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,44,11.0930899997848,47.5688000000298
2350,"Organow to Sergey Sergeevich Prokofiev, 20 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 279",20 August 1923,exact,Organow,not_stated,not_stated,London,,London,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,telegram,handwritten,English,"Originator appears to be 'Organow', transcribed by SP as 'Organol Wasdo (?) London'.",45,11.0930899997848,47.5688000000298
2354,"Rob. Forberg to Sergey Sergeevich Prokofiev, 22 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 287",22 August 1923,exact,Rob Forberg,not_stated,Talstrasse 19,Leipzig,,"Talstrasse 19, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,46,11.0930899997848,47.5688000000298
2357,"John H. Tillett to Sergey Sergeevich Prokofiev, 22 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 289",22 August 1923,exact,John H. Tillett,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,47,11.0930899997848,47.5688000000298
2368,"Clerical assistant to Sergey Sergeevich Prokofiev, 30 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 299",30 August 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,48,11.0930899997848,47.5688000000298
2370,"Clerical assistant to Sergey Sergeevich Prokofiev, 30 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 301",30 August 1923,exact,Clerical assistant,not_stated,Los Madrazo 14,Madrid,,"Los Madrazo 14, Madrid",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,"Sociedad Musical Daniel, S.A.",49,11.0930899997848,47.5688000000298
2374,"John H. Tillet to Sergey Sergeevich Prokofiev, 01 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 312",01 September 1923,exact,John H. Tillet,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,50,11.0930899997848,47.5688000000298
2375,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 01 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 313",01 September 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,51,11.0930899997848,47.5688000000298
2378,"not_stated to Sergey Sergeevich Prokofiev, 03 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 315",03 September 1923,exact,not_stated,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,telegram,handwritten,German,,52,11.0930899997848,47.5688000000298
2383,"Clerical assistant to Sergey Sergeevich Prokofiev, 07 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 324",07 September 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,53,11.0930899997848,47.5688000000298
2385,"Ibbs and Tillett to Sergey Sergeevich Prokofiev, 07 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 326",07 September 1923,exact,Ibbs and Tillett,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,54,11.0930899997848,47.5688000000298
2392,"not_stated to Sergey Sergeevich Prokofiev, 11 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 333",11 September 1923,exact,not_stated,not_stated,Nürnbergerstrasse 36/38,Leipzig,,"Nürnbergerstrasse 36/38, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,typed,German,,55,11.0930899997848,47.5688000000298
2395,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 337",15 September 1923,exact,Clerical assistant,Concerts Populaires,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,56,11.0930899997848,47.5688000000298
2397,"not_stated to Sergey Sergeevich Prokofiev, 17 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 339",17 September 1923,exact,not_stated,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,postcard,handwritten,Russian,,57,11.0930899997848,47.5688000000298
2405,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 23 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 350",23 September 1923,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Bonn,,Bonn,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,Signed 'Boris'.,58,11.0930899997848,47.5688000000298
2407,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 25 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 365",25 September 1923,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,Signed 'Boris'.,59,11.0930899997848,47.5688000000298
2422,"H. Keil to Sergey Sergeevich Prokofiev, 07 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 372",07 October 1923,exact,H. Keil,not_stated,not_stated,Frankfurt,,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,handwritten,German,See IV/352/360.,60,11.0930899997848,47.5688000000298
2423,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 08 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 373",08 October 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,61,11.0930899997848,47.5688000000298
2428,"Clerical assistant to Sergey Sergeevich Prokofiev, 09 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 376",09 October 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,62,11.0930899997848,47.5688000000298
2433,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 385",15 October 1923,exact,Clerical assistant,La Lecture Universelle,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,"c/o American Express, Rue Scribe 11",Paris,,"c/o American Express, Rue Scribe 11, Paris",original,letter,typed,French,,63,2.33076789204716,48.8721279808671
2442,"Fedor Fedorovich Eval'd to Sergey Sergeevich Prokofiev, [03 November 1923]","Box: 1; Folder: 1923, November","Binder IV, page 396b",03 November 1923,implied,Fedor Fedorovich Eval'd,not_stated,Theresienstrasse 78,Munich,,"Theresienstrasse 78, Munich",Sergey Sergeevich Prokofiev,not_stated,66 Rue des St. Pères,Paris,France,"66 Rue des St. Pères, Paris",original,postcard,handwritten,Russian,,64,2.34143999979337,48.8572100000963
1988,"not_stated to Sergey Sergeevich Prokofiev, 08 July 1922","Box: 1; Folder: 1922, July","Binder III, page 202",08 July 1922,exact,not_stated,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,German,,65,11.0930899997848,47.5688000000298
1992,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 15 July 1922","Box: 1; Folder: 1922, July","Binder III, page 204",15 July 1922,exact,Ernest Alexandrovich Oeberg,not_stated,not_stated,Bad Kissingen,,Bad Kissingen,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,Full address: 'Sanatorium Villa Stella'.,66,11.0930899997848,47.5688000000298
1999,"not_stated to Sergey Sergeevich Prokofiev, 24 July 1922","Box: 1; Folder: 1922, July","Binder III, page 219",24 July 1922,exact,not_stated,not_stated,not_stated,Mannheim,,Mannheim,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,German,Printed letter-head: 'Der Intendant des Nationaltheaters Mannheim'.,67,11.0930899997848,47.5688000000298
2005,"Mr. Henry to Sergey Sergeevich Prokofiev, 04 August 1922","Box: 1; Folder: 1922, August","Binder III, page 229",04 August 1922,exact,Mr Henry,not_stated,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,68,11.0930899997848,47.5688000000298
2007,"not_stated to Sergey Sergeevich Prokofiev, 04 August 1922","Box: 1; Folder: 1922, August","Binder III, page 230",04 August 1922,exact,not_stated,not_stated,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,69,11.0930899997848,47.5688000000298
2012,"Dr. Kraetzer to Sergey Sergeevich Prokofiev, 12 August 1922","Box: 1; Folder: 1922, August","Binder III, page 238",12 August 1922,exact,Dr. Kraetzer,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,German,Card headed: 'Der Intendant des Nationaltheaters in Mannheim'.,70,11.0930899997848,47.5688000000298
